PROVINCE,DISTRICT,UNIT_TYPE,UNIT_NAME,popn_2021, popn_highschool_and_equivalent,high_school_per,area_kmsq,lum_count_2021,sum_2021,mean_2021,lum_count_2017,sum_2017,mean_2017,lum_count_2016,sum_2016,mean_2016,lum_count_2015,sum_2015,mean_2015,lum_count_2014,sum_2014,mean_2014,lum_count_2013,sum_2013,mean_2013,lum_count_2012,sum_2012,mean_2012,lisa_total_100_20_21,lisa_governance_management_9_20_21,lisa_organization_administration_8_20_21,lisa_budget_plan_management_11_20_21,lisa_fiscal_economic_management_11_20_21,lisa_service_delivery_16_20_21,lisa_judicial_execution_7_20_21,lisa_physical_infrastructure_13_20_21,lisa_social_inclusion_10_20_21,lisa_environmental_protection_ disaster_management_9_20_21,lisa_cooperation_coordination_6_20_21,lisa_total_100_21_22,lisa_governance_management_9_21_22,lisa_organization_administration_8_21_22,lisa_budget_plan_management_11_21_22,lisa_fiscal_economic_management_11_21_22,lisa_service_delivery_16_21_22,lisa_judicial_execution_7_21_22,lisa_physical_infrastructure_13_21_22,lisa_social_inclusion_10_21_22,lisa_environmental_protection_ disaster_management_9_21_22,lisa_cooperation_coordination_6_21_22,fra_plan_budget_program_management_21_21_22,fra_implementation_capability_management_21_21_22,fra_accounting_reporting_17_20_21,fra_monitoring_evaluation_audit_16_21_22,fra_revenue_management_17_21_22,fra_total_100_21_22,Name of Chairperson,Age at Election,Sex,Political Affiliation
3,SINDHUPALCHOK,Nagarpalika,Melamchi,41170,2936,7.13%,160.63,849,424.5534439,0.500062949,849,404.7196855,0.476701632,849,198.9011109,0.234276927,849,306.1550156,0.360606614,849,183.6688949,0.216335565,849,171.9218932,0.202499285,849,197.7344213,0.232902734,64.25,8,5,7,9.5,8,7,9.75,4,4,2,86,8.5,7.5,9,9.75,14,7,10.75,8.5,6.5,4.5,19.5,25.5,17,13,14.5,89.5,Dambar Bahadur Aryal,60,Male,CPN-UML
3,SINDHUPALCHOK,Gaunpalika,Panchpokhari Thangpal,20978,920,4.39%,436.44,2299,797.4506008,0.346868465,2299,622.5231201,0.270779957,2299,151.9272559,0.066084061,2299,417.9755913,0.181807565,2299,242.7711815,0.1055986,2299,319.819664,0.139112512,2299,204.2960956,0.088863025,62.75,7,5.25,7,9,14.5,6,5.5,4,3.5,1,82.75,8.5,7,10,11,15,6.5,9,6.5,6.5,2.75,13.5,18,11,3,8.5,54,Tashi Lama,41,Male,CPN-UML
3,SINDHUPALCHOK,Gaunpalika,Sunkoshi,15307,1401,9.15%,72.86,384,188.4739656,0.490817619,384,157.2569075,0.409523197,384,88.66672268,0.230902924,384,113.910404,0.296641677,384,71.46970025,0.186119011,384,75.94019695,0.19776093,384,69.1179774,0.179994733,45.75,7.5,3.75,4,6.25,11.25,7,1.5,1,2.5,1,67.75,7,6,7,9.25,14,7,6.5,4,3,4,9.5,16.5,11,5,10.5,52.5,Shrawan Kumar Gha Che,42,Male,CPN-UML
3,SINDHUPALCHOK,Gaunpalika,Tripurasundari,12194,747,6.13%,94.29,494,190.0889091,0.384795362,494,164.0616308,0.332108564,494,60.6988834,0.122872234,494,111.8184433,0.226353124,494,72.75804636,0.147283495,494,77.32342899,0.15652516,494,60.79508289,0.123066969,35,5.5,2,6.25,5.75,7.75,4.75,1,1,1,0,68.25,8.5,7,9.5,8,11.75,7,6,5,4.5,1,13,20,11,8,9.5,61.5,Bhupendra Shrestha,48,Male,CPN-UML
4,BAGLUNG,Gaunpalika,Badigad,28797,1842,6.40%,178.68,945,366.0864542,0.387393073,945,274.5997578,0.290581754,945,67.66697186,0.071605261,945,169.5193113,0.179385515,945,111.2644712,0.117740181,945,134.8427489,0.14269074,945,100.4252002,0.106270053,79.5,9,8,10.5,10.25,13.75,5,8,6,5,4,70.5,8,6.5,9,10.25,14.75,4,6.5,6.5,2.5,2.5,13.5,16.5,10,6.5,9,55.5,Mehar Sighn Paija,50,Male,CPN-UML
4,BAGLUNG,Nagarpalika,Baglung,57030,7806,13.69%,98.9,524,275.5058623,0.525774546,524,186.4894936,0.35589598,524,83.71311531,0.159757854,524,117.8885029,0.224978059,524,84.44556012,0.161155649,524,93.77501121,0.178959945,524,81.99883863,0.156486333,70,8,6.75,8,9,12.75,6.5,7.5,5,3,3.5,77.5,7.25,6.5,8,8.75,14,6,9.5,8,4.5,5,16.5,16,9,8,9.5,59,Janak Raj Paudel,48,Male,CPN-UML
4,BAGLUNG,Gaunpalika,Bareng,11162,906,8.12%,75.28,396,148.2073655,0.374261024,396,113.8641212,0.28753566,396,27.30062679,0.068940977,396,69.36580521,0.175166175,396,44.98054858,0.113587244,396,58.5117348,0.147756906,396,41.3993979,0.104543934,62.5,8,5.5,6,10,10.25,4.5,6.5,5.5,4.75,1.5,75,8,8,8,9.5,12.75,7,5.5,9,5.25,2,15.5,20,10,8.5,11,65,Krishna Prasad Sharma,34,Male,NPF
4,BAGLUNG,Nagarpalika,Dhorpatan,30779,1952,6.34%,222.85,1182,470.0708568,0.39769108,1182,342.3033623,0.289596753,1182,79.4788238,0.067240968,1182,207.4812455,0.175534049,1182,136.2927605,0.115306904,1182,178.3250473,0.150867214,1182,139.4317346,0.11796255,50.25,5.25,5.25,4,7,10.5,3,5.5,4.5,3.75,1.5,51.5,5.5,6.5,3.5,6.5,9.5,3.5,4.5,2,6,4,13.5,18,11,6.5,7,56,Dev Kumar Nepali,45,Male,CPN-UML
4,BAGLUNG,Nagarpalika,Galkot,30503,3388,11.11%,194.39,1032,399.8697051,0.387470645,1032,303.102459,0.293703933,1032,85.73122731,0.083072895,1032,186.4509815,0.180669556,1032,122.7378741,0.118932049,1032,161.3380892,0.156335358,1032,123.0060056,0.119191866,77,8,7.75,7.5,8.25,11.5,7,8.5,7.5,5.5,5.5,84.5,9,7.5,9,8,13,7,10,8.5,7.5,5,13.5,17.5,10,8,13,62,Bharat Sherpa,59,Male,NC
4,BAGLUNG,Nagarpalika,Jaimuni,24784,2326,9.39%,118.71,625,255.3465587,0.408554494,625,186.7364051,0.298778248,625,52.78497988,0.084455968,625,120.0194987,0.192031198,625,77.40827262,0.123853236,625,90.09836036,0.144157377,625,68.40945134,0.109455122,75.5,7,4.5,9,10.5,14.5,5.5,9.5,6,5.5,3.5,76.75,7,6,8,10.75,15,5,9.5,7.5,3.5,4.5,15,21,12,8,10,66,Indra Raj Paudel,60,Male,NC
4,BAGLUNG,Gaunpalika,Kanthekhola,22732,2667,11.73%,82.88,437,176.7825653,0.404536763,437,132.101856,0.302292577,437,37.33155636,0.085426902,437,80.96326353,0.185270626,437,53.17688682,0.12168624,437,67.27986597,0.153958503,437,48.19326703,0.110282076,63.75,7.5,6.75,6,8.75,11.75,5.5,3.5,5.5,3.75,4.75,60,7.5,6,5.5,9.5,10.5,6,5,7,1,2,12.5,18.5,14,6,12,63,Amar Bahadur Thapa,33,Male,CPN-UML
4,BAGLUNG,Gaunpalika,Nisikhola,23215,1162,5.01%,244.37,1293,443.9373915,0.34333905,1293,362.2741372,0.280181081,1293,82.60417771,0.063885675,1293,208.5890774,0.161321792,1293,130.9765499,0.101296636,1293,173.2202423,0.133967705,1293,128.7046934,0.099539593,62.5,7,6.25,8,8,11,5,6,3.5,4,3.75,52.25,6.5,6.25,6,6.75,9.75,6,6,2,2.5,0.5,14,18.5,5,6,9.5,53,Tara Nath Paudel,59,Male,NC
4,BAGLUNG,Gaunpalika,Taman Khola,9795,490,5.00%,178.02,943,314.7953395,0.333823266,943,261.5154401,0.277322842,943,58.59020703,0.062131715,943,152.1447153,0.161341161,943,91.43513488,0.096961967,943,124.138285,0.131641872,943,89.10821642,0.094494397,62,8,4,8,8.25,11.25,6,5.5,5.5,3.5,2,61.25,8.25,6,5.5,6.25,11.75,5.5,4.5,5.5,5,3,15.5,19,9,7.5,12,63,Jokalal Buda,31,Male,NC
4,BAGLUNG,Gaunpalika,Tara Khola,10167,933,9.18%,129.53,678,231.6131611,0.341612332,678,190.6982502,0.281265856,678,34.46830354,0.050838206,678,109.3869531,0.161337689,678,64.53434035,0.095183393,678,86.86509775,0.128119613,678,65.50806841,0.09661957,65.75,8,7.5,7.5,9.75,12,5,5.5,4.5,3,3,77.75,9,8,10.5,10.5,14,7,2,7.5,5.5,3.75,13.5,17.5,11,8.5,11,61.5,Prakash Gharti Magar,37,Male,CPN-MC
4,GORKHA,Gaunpalika,Aarughat,21876,1369,6.26%,160.79,847,310.9112397,0.367073482,847,241.5865338,0.285226132,847,97.05118525,0.114582273,847,155.1267997,0.183148524,847,85.82751482,0.101331186,847,130.654033,0.154255057,847,93.86355549,0.110818838,61.25,8,5,7.5,10.25,10.5,4,4,6.5,3.5,2,61,8,4.75,8,8.25,8.5,5,5,7.5,4,2,13.5,19.5,12,6,9.5,60.5,Purna Bahadur Dhahal,53,Male,NC
4,GORKHA,Gaunpalika,Ajirkot,13002,1074,8.26%,198.05,1056,368.1557793,0.348632367,1056,300.1407847,0.284224228,1056,67.80096307,0.064205457,1056,179.969528,0.170425689,1056,114.7359665,0.108651483,1056,158.4489652,0.150046369,1056,113.291134,0.107283271,54.5,7.5,4.25,7,7.5,10.25,5.5,3,5.5,3.5,0.5,50.25,8,3.5,5.5,8,10.5,4.25,2.5,4,3.5,0.5,14.5,15,10,7,7,53.5,Fadindra Prasad Dhital,61,Male,NC
4,GORKHA,Gaunpalika,Bhimsen,17118,1271,7.42%,101.25,531,221.8068798,0.417715405,531,172.6046163,0.325055775,531,99.75835733,0.187868846,531,118.912186,0.223940087,531,87.39878168,0.164592809,531,123.0015088,0.23164126,531,85.60403593,0.161212874,60.25,7.5,6,5.5,5.25,11.75,5.5,6,7.5,4.5,0.75,74.5,8.5,7,8.5,7.75,12.75,7,7,5.75,5.5,4.75,14.5,17,12,8,9,60.5,Ishwor Pandey,66,Male,NC
4,GORKHA,Gaunpalika,Chum Nubri,6789,170,2.50%,1648.65,8761,3196.756263,0.36488486,8761,2331.858331,0.266163489,8761,518.9997726,0.059239787,8761,1379.061052,0.157409092,8761,1161.211972,0.132543314,8761,1348.636236,0.153936336,8761,750.7328282,0.085690313,54.5,7,5.5,4.5,9,7.75,2,7.5,5,3,3.25,57.25,7.5,6,4.5,7,9.75,5,5,7,4,1.5,10.5,17.5,11,6,5,50,Dhan Bahadur Gurung,43,Male,NC
4,GORKHA,Gaunpalika,Dharche,14563,701,4.81%,651.52,3456,1160.258215,0.335722863,3456,890.2896994,0.257606973,3456,173.8850031,0.050313948,3456,520.7046575,0.150666857,3456,352.9386118,0.102123441,3456,490.0354694,0.141792671,3456,314.6242145,0.091037099,52.25,5.25,4,6.5,6,7.75,6,4.5,4.75,4.5,3,43.5,5.5,2,6.5,6.5,8,4,3.25,3,4.75,0,15,20,10,9.5,5,59.5,Santa Bahadur Gurung,48,Male,NC
4,GORKHA,Gaunpalika,Gandaki,21662,1712,7.90%,123.86,657,293.0705819,0.446073945,657,225.0841185,0.342593788,657,186.6067617,0.284028557,657,159.5301812,0.242816105,657,135.5177261,0.206267467,657,199.0404672,0.302953527,657,124.9546814,0.190189774,60.75,7.75,6.25,4.5,7.75,11.25,4,6.75,7,3.5,2,63.5,7.5,5,8,9,10.5,4.5,2.5,8,4,4.5,11.5,12,9,8,8.5,49,Hom Bahadur Rana Magar,48,Male,NC
4,GORKHA,Nagarpalika,Gorkha,53285,5418,10.17%,131.86,699,381.2739995,0.545456365,699,270.2395567,0.386608808,699,189.3893082,0.270943216,699,199.4511185,0.285337795,699,158.4697686,0.226709254,699,182.031892,0.260417585,699,142.6419262,0.204065703,88.5,9,8,9,9.5,15,7,8.5,9.5,8,5,67.5,8.5,7,5.5,6.5,11,6.5,8.5,4,8,2,10.5,14,11,4.5,9.5,49.5,Rajan Raj Panta,40,Male,NC
4,GORKHA,Nagarpalika,Palungtar,37274,3020,8.10%,158.62,835,373.0815025,0.446804195,835,284.9502438,0.341257777,835,177.0865687,0.212079723,835,196.7786303,0.23566303,835,156.3196201,0.187209126,835,186.9455142,0.223886843,835,142.6925382,0.170889267,57,7,5,10.5,8.5,9.5,7,4,2.5,3,0,50.25,6.25,3.5,7.5,9.75,8.75,7,4,1.5,2,0,9.5,11,10,4,8,42.5,Dipak Babu Kandel,44,Male,NC
4,GORKHA,Gaunpalika,Sahid Lakhan,22429,1652,7.37%,148.97,779,358.5136317,0.460222891,779,272.7188474,0.350088379,779,223.6684563,0.287122537,779,198.4597402,0.254762183,779,161.6992005,0.207572786,779,189.2043288,0.242881038,779,138.5632068,0.177873179,66.75,9,5,8.25,7.5,9.5,7,9,3.5,5,3,83.75,9,7.25,10,9.5,13.75,7,8.25,6.5,7.5,5,16.5,21.5,12,7,11.5,68.5,Ramesh Babu Thapa Magar,46,Male,CPN-MC
4,GORKHA,Gaunpalika,Siranchok,19829,1415,7.14%,121.66,648,263.8896756,0.407237154,648,199.5376353,0.307928449,648,89.76922407,0.138532753,648,137.8542983,0.212738115,648,90.33609371,0.139407552,648,123.2091137,0.190137521,648,90.23560623,0.139252479,73.75,7.5,7.75,7.5,8.5,11,7,9,7.5,7.5,0.5,79.5,7.5,8,9.5,9.5,12.5,6.75,8,10,6,1.75,19,24.5,16,9,10.5,79,Raju Gurung,40,Male,NC
4,GORKHA,Gaunpalika,Sulikot,23222,1412,6.08%,200.63,1060,395.5603461,0.373170138,1060,311.9858815,0.294326303,1060,112.0432569,0.105701186,1060,196.6350599,0.185504774,1060,122.9936842,0.116031778,1060,181.0972719,0.170846483,1060,121.221194,0.114359617,71.25,7,7,5,9.5,11.25,7,8.5,6.5,6,3.5,84.75,8,8,10,10,14.75,7,8,8.5,4.5,6,20,22.5,17,9,11,79.5,Bishnu Prasad Bhatta,42,Male,CPN-MC
4,KASKI,Gaunpalika,Annapurna,22517,2138,9.50%,417.74,2214,839.4846528,0.379171027,2214,566.8771411,0.256042069,2214,153.8758903,0.069501305,2214,366.9797644,0.165754184,2214,187.306243,0.084600832,2214,344.0562604,0.155400298,2214,132.4983394,0.059845682,82,8.5,7.5,8.25,10,12.5,6,8.25,9,6.5,5.5,84.75,8.25,7.5,6.75,9.5,13.75,7,10,9.25,7.25,5.5,18.5,17,12,9.5,13,70,Yuwaraj Kuwar,43,Male,NC
4,KASKI,Gaunpalika,Machhapuchchhre,22013,2487,11.30%,544.58,2895,1069.681032,0.369492584,2895,830.2061034,0.286772402,2895,205.3509749,0.070932979,2895,525.4893191,0.181516172,2895,311.3228169,0.107538106,2895,465.9182216,0.160938937,2895,279.5785063,0.096572886,67,8,6,5,8.5,11.5,5.5,6,7.5,5.5,3.5,54.5,7,4.5,4,9.5,9,5.5,4,4.5,5.5,1,12.5,13.5,15,5.5,7.5,54,Karna Bahadur Gurung,44,Male,CPN-UML
4,KASKI,Gaunpalika,Madi,16318,1436,8.80%,563,2984,1137.763758,0.381288123,2984,639.1359759,0.214187659,2984,95.51381002,0.032008649,2984,378.1988779,0.126742251,2984,90.35411675,0.03027953,2984,433.2633166,0.145195481,2984,5.620285834,0.001883474,72.5,8,7,8,9,11,6,8,6.5,5,4,81.25,8,7.5,9.5,10.25,12.75,7,8.25,7.5,7,3.5,14.5,16.5,12,2.5,7.5,53,Bed Bahadur Gurung,47,Male,CPN-UML
4,KASKI,Mahanagarpalika,Pokhara Lekhnath,518452,81090,15.64%,464.24,2465,2086.238532,0.846344232,2465,1336.498653,0.542190123,2465,820.9338511,0.333036045,2465,978.6325517,0.397011177,2465,842.6270729,0.341836541,2465,910.7888401,0.369488373,2465,921.5173355,0.373840704,51.25,8,3,6.5,4.5,10,5.5,4.5,3.75,3.5,2,69.75,7,2,8.5,5.5,12.25,7,7.5,10,6,4,12.5,15,5,4,6.5,43,Man Bahadur GC,57,Male,CPN-UML
4,KASKI,Gaunpalika,Rupa,14741,1624,11.02%,94.81,498,237.1805983,0.476266262,498,154.1424376,0.309522967,498,68.16532036,0.136878153,498,103.1726692,0.207174035,498,80.67557034,0.161999137,498,106.8151205,0.214488194,498,64.44259305,0.129402797,89.5,8.5,8,10,10,16,7,10,10,6,4,73,7.75,7.75,8,10.75,13.75,7,2.5,6,6,3.5,15,17,12,10,10.5,64.5,Nawaraj Ojha,30,Male,CPN-UML
4,LAMJUNG,Nagarpalika,Besishahar,38562,4551,11.80%,127.64,682,314.4783071,0.461111887,682,239.0548548,0.350520315,682,115.4258682,0.169246141,682,166.9603914,0.244809958,682,104.0815586,0.152612256,682,146.4153305,0.214685235,682,109.8730733,0.161104213,73.75,8.5,5.75,6.5,9,10,7,9.5,7,7,3.5,75.25,8.5,5.5,7.5,9.5,11,6.5,10.75,6.75,5.75,3.5,14,19,13,5,12.5,63.5,Gumnam Sighn Aryal,61,Male,CPN-UML
4,LAMJUNG,Gaunpalika,Dordi,15639,1113,7.12%,350.93,1859,693.1535247,0.37286365,1859,431.892534,0.232325193,1859,57.92781163,0.031160738,1859,259.3561822,0.139513815,1859,164.80638,0.088653244,1859,216.9673639,0.116711869,1859,59.73057633,0.032130488,56,6.75,6,5,9.25,9.5,4,6.25,5.75,2.5,1,53,8.5,4,6.5,6.5,12.25,4,3,5.75,2,0.5,8.5,12.5,11,3.5,7,42.5,Om Bahadur Gurung,53,Male,CPN-UML
4,LAMJUNG,Gaunpalika,Dudhpokhari,8558,551,6.44%,153.33,812,283.6945156,0.349377482,812,226.896508,0.279429197,812,53.57606887,0.06598038,812,142.4310044,0.175407641,812,83.27986421,0.102561409,812,122.7422722,0.151160434,812,83.61732965,0.102977007,41.75,7.5,3.5,5.5,5.75,7,3,3,2,2,2.5,43.75,9,7,3.5,7.5,7.25,2.5,3,0.75,3.25,0,6,9,2,1,3,21,Chipua Maya Gurung,52,Female,NC
4,LAMJUNG,Gaunpalika,Kwholasothar,8008,548,6.84%,175.37,929,336.7714904,0.362509677,929,254.311936,0.273748047,929,64.45056135,0.069376277,929,164.1460401,0.176691109,929,89.14133069,0.09595407,929,152.2787701,0.163916868,929,90.67620112,0.097606244,54.75,8,7,6.5,8.25,7.5,4,4.5,5,2.5,1.5,49.75,6.5,4.25,8,8.75,10.75,4,2,3.75,1.75,0,12.5,15,10,7.5,7,52,Prem Bahadur Ghale,60,Male,CPN-UML
4,LAMJUNG,Nagarpalika,MadhyaNepal,21373,2110,9.87%,113.86,604,267.5077773,0.442893671,604,184.562181,0.305566525,604,90.56102831,0.149935477,604,124.9549226,0.206879011,604,87.55817126,0.14496386,604,131.3403327,0.217450882,604,73.33543132,0.121416277,47.5,6.75,4,4.5,5.5,10.75,3,3.5,6,3.5,0,48.75,8,2.5,5.5,5.75,9,5,5,4,4,0,12,14.5,7,0.5,5,39,Ramesh Kumar Pandey,45,Male,NC
4,LAMJUNG,Gaunpalika,Marsyangdi,17267,1317,7.63%,597.25,3165,1107.837565,0.350027667,3165,866.1600388,0.273668259,3165,236.3402549,0.074673066,3165,594.6133379,0.187871513,3165,452.2003919,0.142875321,3165,448.3424339,0.141656377,3165,248.3488398,0.078467248,70.5,9,7,8,8,10.5,6,7.5,9,4.5,1,85.5,9,8,6.5,10.5,12.5,7,10,10,7.5,4.5,-,-,-,-,-,N/A,Arjun Gurung,45,Male,CPN-UML
4,LAMJUNG,Nagarpalika,Rainas,17207,1472,8.55%,71.97,380,173.7728951,0.457297092,380,122.5977371,0.322625624,380,78.59777572,0.206836252,380,83.55356349,0.219877799,380,53.37525435,0.140461196,380,85.77189395,0.22571551,380,49.36217579,0.129900463,75,8,7.5,7.75,9.75,9.5,7,9.5,8,4.5,3.5,82.75,9,6.5,8.75,10.75,13,7,9.5,7,6.5,4.75,11,15.5,11,7.5,10,55,Sighn Bahadur Thapa,39,Male,CPN-UML
4,LAMJUNG,Nagarpalika,Sundarbazar,26866,3216,11.97%,72.05,382,175.8961595,0.460461151,382,132.8357557,0.34773758,382,76.11253566,0.199247476,382,96.39548056,0.25234419,382,64.52430913,0.168911804,382,87.65499602,0.22946334,382,70.10046285,0.183509065,62.25,7.5,5,5,8.25,10,5,6,8,4.5,3,63.25,8,7,7,8.75,10,4.5,7,4,4,3,11.5,17,10,3.5,11,53,Janak Raj Mishra,48,Male,CPN-UML
4,MANANG,Gaunpalika,Chame,1272,229,18.00%,78.86,417,158.928349,0.381123139,417,126.5288236,0.303426435,417,33.56576932,0.080493452,417,81.98624565,0.196609702,417,53.75311081,0.128904342,417,71.72296257,0.171997512,417,51.77105721,0.124151216,49.5,7,4,3.75,6.25,7.5,7,3.5,6,3.5,1,62.75,8,6,6,7,11.75,7,3.5,7.5,2.5,3.5,11,16.5,11,7,9,54.5,Lokendra Bahadur Ghale,31,Male,CPN-UML
4,MANANG,Gaunpalika,Narphu,398,28,7.04%,837.54,4460,1709.260182,0.383242193,4460,1337.389033,0.299863012,4460,377.5313796,0.084648291,4460,916.0679097,0.205396392,4460,693.5828664,0.155511853,4460,855.1737887,0.191743002,4460,533.7571451,0.11967649,N/A,,,,,,,,,,,51,8,4,3.5,8.25,11.75,5,3,5,2.5,0,9.5,17.5,7,4.5,3,41.5,Mingma Chiring Lama,45,Male,NC
4,MANANG,Gaunpalika,Nashong,1671,361,21.60%,709.58,3773,1377.896516,0.365199183,3773,980.3472172,0.259832287,3773,210.9358465,0.055906665,3773,584.7112874,0.154972512,3773,489.9659613,0.129861108,3773,546.1449092,0.144750837,3773,254.5268963,0.067460084,51,6.5,5,5,8.5,11,5,4,4,1.5,0.5,48.75,8.75,5.5,7,2.5,7.25,4.75,4,4.5,3.5,1,13.5,18,7,3.5,8.5,50.5,Chandra Ghale,57,Male,NC
4,MANANG,Gaunpalika,Neshyang,1584,177,11.17%,694.63,3687,1401.740184,0.380184482,3687,901.7360121,0.244571742,3687,150.7579244,0.040889049,3687,488.4055694,0.13246693,3687,304.3986092,0.08255997,3687,586.6981367,0.159126156,3687,208.7356739,0.056613961,79.5,9,6,11,8,15,6,6,9,6,3.5,57.75,8.75,6,5.25,10.25,12.5,3,5,5,1.5,0.5,9.5,17.5,5,3.5,6.5,42,Kancha Ghale,44,Male,CPN-UML
4,MUSTANG,Gaunpalika,Barhagaun Muktikhsetra,2611,151,5.78%,885.78,4725,1694.364465,0.358595654,4725,1403.929544,0.297127946,4725,374.2426547,0.079204795,4725,867.7280008,0.183646138,4725,668.6754236,0.141518608,4725,846.0743724,0.179063359,4725,577.4313829,0.1222077,57.25,8,6.5,7,8.5,8,4,4,2.5,3,5.75,64.5,8,8,7,10.5,12.5,4,3.5,6.5,1.5,3,17,25.5,14,10.5,11.5,78.5,Fenchok Chepshen Gurung,43,Male,NC
4,MUSTANG,Gaunpalika,Dalome,1535,73,4.76%,1347.25,7178,2622.229795,0.365314822,7178,2067.33432,0.288009797,7178,595.3267764,0.082937695,7178,1331.708569,0.18552641,7178,1079.581009,0.150401367,7178,1293.340529,0.180181183,7178,906.6085956,0.126303789,58.5,6,4.5,7.75,7.25,12,3,5.5,8,2.5,2,71.75,6.25,6.25,7.75,11,11.75,5.5,6,9,4.25,4,17.5,23,15,15,9.5,80,Lopsang Chopel Bista,51,Male,Independent
4,MUSTANG,Gaunpalika,Gharapjhong,4875,391,8.02%,316.87,1683,606.1460574,0.360158085,1683,474.6317689,0.282015311,1683,126.9692917,0.075442241,1683,308.0784089,0.183053125,1683,216.9917308,0.12893151,1683,284.6530583,0.169134319,1683,195.919101,0.116410636,50.5,8,3,7.5,7,9.5,4,2.5,4,1.5,3.5,63.25,8.5,5,7.5,8.5,12,4,5,7.5,4,1.25,14.5,22,12,9,9.5,67,Aash Bahadur Thakali,62,Male,CPN-UML
4,MUSTANG,Gaunpalika,Lomanthang,1997,71,3.56%,724.02,3872,1452.085359,0.375022045,3872,1177.907896,0.30421175,3872,372.2093576,0.09612845,3872,731.2837016,0.188864592,3872,587.5511725,0.151743588,3872,728.4838859,0.188141499,3872,526.5815179,0.135997293,64,7.25,6,7,8,10.25,6,5.25,7.5,2.5,4.25,67.75,8.5,8,8,9.5,13.5,3,6,7,3.5,0.75,10,17.5,11,6,9.5,54,Suwarna Kumar Bista,53,Male,NC
4,MUSTANG,Gaunpalika,Thasang,3578,314,8.78%,289.53,1543,567.8885762,0.368041851,1543,451.738708,0.292766499,1543,127.4152522,0.082576314,1543,290.6026444,0.188336127,1543,204.631857,0.13261948,1543,257.9724598,0.167188892,1543,198.0256394,0.128338068,52.25,6,6.25,7,7,10.5,6,3,2,3.5,1,68,7,5.5,7.5,8.5,10,4,6.5,8.5,8,2.5,19,26,14,9,12,80,Budhi Prasad Sherchan,72,Male,NC
4,MYAGDI,Gaunpalika,Annapurna,12351,1049,8.49%,556.42,2959,1132.649657,0.382781229,2959,715.5737178,0.241829577,2959,136.5318353,0.046141208,2959,425.3293584,0.143740912,2959,274.9246962,0.092911354,2959,414.7227009,0.140156371,2959,159.6899267,0.053967532,55,7.25,3.75,4.5,7,10,6.5,5,4,4,3,57.5,7.5,4,5,7.25,10,6.5,4,5.25,5,3,15,21,11,9,7,63,Dam Bahadur Gawurja Pun,60,Male,NC
4,MYAGDI,Nagarpalika,Beni,33062,4010,12.13%,76.57,409,187.8024538,0.459174704,409,142.441967,0.348268868,409,50.66934962,0.12388594,409,85.10724872,0.208086183,409,55.60079242,0.135943258,409,65.90403537,0.161134561,409,60.94246403,0.14900358,50.5,8,6,5.25,7.25,7,4,4.5,4,3,1.5,67.5,8.5,8,8.5,7.25,12.5,3.5,5.75,3.5,7,3,18.5,23.5,15,13,12.5,82.5,Hari Kumar Shrestha,65,Male,NC
4,MYAGDI,Gaunpalika,Dhaulagiri,12604,769,6.10%,858.63,4562,1676.723263,0.367541268,4562,692.2753521,0.151748214,4562,192.2130644,0.042133508,4562,643.473672,0.141050783,4562,443.8070579,0.097283441,4562,653.6902934,0.143290288,4562,124.136093,0.027210893,48.25,6.25,5.5,6,6.75,9.25,3.5,4,5,2,0,66.5,8,7.5,9,9.5,13,5,5,7,2.5,0,13,22,9,6.5,9.5,60,Thansara Pun,46,Female,CPN-UML
4,MYAGDI,Gaunpalika,Malika,18346,1143,6.23%,147.17,782,290.5725016,0.371576089,782,223.2782184,0.285522018,782,52.82666091,0.067553275,782,127.2118259,0.162674969,782,87.94955723,0.112467464,782,112.7873024,0.144229287,782,78.66400273,0.100593354,57.25,6,6,7.5,9.75,12,4.5,3,5,3,0.5,62,6.5,7.25,7.5,8.25,13,4,3.5,7,2,3,12.5,18,11,6,13,60.5,Shri Prasad Roka Magar,27,Male,NC
4,MYAGDI,Gaunpalika,Mangala,14772,1151,7.79%,88.84,476,191.9212069,0.403195813,476,142.0607662,0.298446988,476,35.65194548,0.074899045,476,81.56055486,0.171345703,476,52.63882092,0.110585758,476,65.1156286,0.136797539,476,49.73800503,0.104491607,56.5,8,5,8,9.5,10,7,4,1.5,2,1.5,65.5,8.5,5.5,10,11,10,7,6.5,1.5,2.5,3,17.5,21.5,14,10,12,75,Sat Prasad Roka,57,Male,CPN-UML
4,MYAGDI,Gaunpalika,Raghuganga,14232,1091,7.67%,379.13,2017,756.4029148,0.37501384,2017,545.4538919,0.270428305,2017,122.4742287,0.060720986,2017,326.0837275,0.161667688,2017,211.0683151,0.104644678,2017,289.1792336,0.143370964,2017,221.5280508,0.109830466,73,9,7,9,10.75,11.5,7,6.75,6.5,3,2.5,70.25,8.5,6,8.5,10.5,9.75,6,6.25,9,3,2.75,15,21,14,8,11,69,Bhab Bahadur Bhandari,56,Male,NC
