PROVINCE,DISTRICT,UNIT_TYPE,UNIT_NAME,popn_2021, popn_highschool_and_equivalent,high_school_per,area_kmsq,lum_count_2021,sum_2021,mean_2021,lum_count_2017,sum_2017,mean_2017,lum_count_2016,sum_2016,mean_2016,lum_count_2015,sum_2015,mean_2015,lum_count_2014,sum_2014,mean_2014,lum_count_2013,sum_2013,mean_2013,lum_count_2012,sum_2012,mean_2012,lisa_total_100_20_21,lisa_governance_management_9_20_21,lisa_organization_administration_8_20_21,lisa_budget_plan_management_11_20_21,lisa_fiscal_economic_management_11_20_21,lisa_service_delivery_16_20_21,lisa_judicial_execution_7_20_21,lisa_physical_infrastructure_13_20_21,lisa_social_inclusion_10_20_21,lisa_environmental_protection_ disaster_management_9_20_21,lisa_cooperation_coordination_6_20_21,lisa_total_100_21_22,lisa_governance_management_9_21_22,lisa_organization_administration_8_21_22,lisa_budget_plan_management_11_21_22,lisa_fiscal_economic_management_11_21_22,lisa_service_delivery_16_21_22,lisa_judicial_execution_7_21_22,lisa_physical_infrastructure_13_21_22,lisa_social_inclusion_10_21_22,lisa_environmental_protection_ disaster_management_9_21_22,lisa_cooperation_coordination_6_21_22,fra_plan_budget_program_management_21_21_22,fra_implementation_capability_management_21_21_22,fra_accounting_reporting_17_20_21,fra_monitoring_evaluation_audit_16_21_22,fra_revenue_management_17_21_22,fra_total_100_21_22,Name of Chairperson,Age at Election,Sex,Political Affiliation
2,PARSA,Gaunpalika,Kalikamai,23740,967,4.07%,24.33,127,107.3375564,0.84517761,127,97.20562428,0.765398616,127,66.44698733,0.523204625,127,70.48982102,0.555037961,127,59.90944076,0.47172788,127,52.63751256,0.414468603,127,54.14549297,0.426342464,N/A,,,,,,,,,,,N/A,,,,,,,,,,,-,-,-,-,-,N/A,Nathuni Prasad,74,Male,NJD
2,PARSA,Gaunpalika,Pakahamainpur,22957,986,4.29%,21.26,111,105.5098186,0.950538906,111,97.32794285,0.876828314,111,61.94909915,0.558099992,111,62.90192771,0.566684033,111,52.62513933,0.474100354,111,48.24072365,0.434601114,111,53.380233,0.480903,20.75,6.5,2.5,4.25,2,2,1,1,1.5,0,0,33.5,7,2,4.5,5,6.75,1.75,1,2.5,3,0,-,-,-,-,-,N/A,Bijaya Kumar Chaurasiya,45,Male,FSFN
2,PARSA,Nagarpalika,Parsagadhi,41477,1609,3.88%,99.69,529,386.6684144,0.730942182,529,273.7604726,0.517505619,529,171.4344399,0.324072665,529,196.1826662,0.370855702,529,183.5105833,0.346900914,529,164.904583,0.31172889,529,156.5123188,0.295864497,33,4.5,3.5,3.5,4,5,4,2.5,3,3,0,61.25,8,6,9,6,13.5,3,5,5.5,4,1.25,15,19,8,4.5,8,54.5,Lok Narayan Yadav,47,Male,NC
2,PARSA,Gaunpalika,Paterwasugauli,25508,964,3.78%,64.29,337,185.5953803,0.550728131,337,171.8143807,0.509834958,337,94.98873488,0.281865682,337,115.3950312,0.34241849,337,115.3547842,0.342299063,337,94.30109456,0.279825206,337,98.8996264,0.293470701,46.75,5.5,5.5,2.25,5.5,8.5,6.5,4,5.5,3,0.5,31,4,2.5,1,5,6,6.5,2.5,1.5,1.5,0.5,9,14,6,0.5,7,36.5,Hari Narayan Chaudhary,44,Male,CPN-UML
2,PARSA,Nagarpalika,Pokhariya,38985,1287,3.30%,32.47,172,180.3973829,1.048821993,172,136.2886006,0.792375585,172,96.71163732,0.562276961,172,99.31040061,0.57738605,172,88.22555497,0.512939273,172,78.15832445,0.454408863,172,77.52785753,0.450743358,33.25,4.5,2.5,4.5,3.5,5.5,3,1.5,5.25,1,2,37.25,7.5,2,4,3,6.5,4.5,3,2.75,4,0,8.5,11,6,3,8,36.5,Dipana Naryan Prasad Rouniyar,29,Male,NJD
2,PARSA,Gaunpalika,SakhuwaPrasauni,35712,986,2.76%,74.27,386,232.2792003,0.601759586,386,206.8677159,0.535926725,386,115.4972769,0.299215743,386,136.6167228,0.353929334,386,127.064307,0.329182143,386,114.1420195,0.295704714,386,110.8272484,0.287117224,50.5,6.75,5.25,6,6,11.5,3,5.5,3,3,0.5,34.25,6.75,3,4.5,7.25,4.25,3.5,3,0.5,1.5,0,7,9,5,4,2,27,Pradip Kumar Jayaswal,36,Male,FSFN
2,PARSA,Gaunpalika,Thori,17494,1043,5.96%,128.69,675,311.4408523,0.461393855,675,244.666817,0.362469359,675,112.173706,0.166183268,675,133.540662,0.197838018,675,188.81489,0.279725763,675,151.2091051,0.224013489,675,92.05974943,0.136384814,40,7.75,3,5,7.25,8,6,2,0,1,0,57.25,7.25,5.5,6.5,8,8.5,6,4,5.5,4,2,13,19.5,11,1,8.5,53,Padam Lal Shrestha,38,Male,CPN-MC
2,RAUTAHAT,Nagarpalika,Baudhimai,39348,1395,3.55%,35.34,186,172.899648,0.929568,186,132.7130803,0.713511184,186,68.96910261,0.370801627,186,81.43112469,0.437801746,186,77.05723242,0.414286196,186,76.94027573,0.413657396,186,61.57675621,0.331057829,N/A,,,,,,,,,,,28.5,2,1.5,4,6,8,0,4.5,0.5,1,1,-,-,-,-,-,N/A,Ranjib Ranjan Yadav,33,Male,FSFN
2,RAUTAHAT,Nagarpalika,Brindaban,50144,1856,3.70%,95.4,495,373.6910091,0.754931332,495,249.0196391,0.503069978,495,134.8979566,0.272521124,495,156.6099576,0.316383753,495,143.3092568,0.28951365,495,138.409004,0.27961415,495,123.0959417,0.24867867,17.75,4.25,1.5,5,3,3,0,1,0,0,0,25,4,2.5,3.5,5,4,0,0.5,0.5,3,2,9,8.5,3,1.5,0,22,Ran Snehi Raya Yadav,44,Male,NC
2,RAUTAHAT,Nagarpalika,Chandrapur,83350,6965,8.36%,249.96,1311,754.7041345,0.575670583,1311,516.7385288,0.39415601,1311,350.7524602,0.267545736,1311,353.4572087,0.269608855,1311,422.508896,0.32227986,1311,468.5328273,0.357385833,1311,306.189585,0.233554222,59,7.25,5,8,9,11,4,8.25,2,4.5,0,77.5,8,8,9.5,7.5,14,6.5,7,8,6,3,-,-,-,-,-,N/A,Ram Chandra Chaudhary,56,Male,NC
2,RAUTAHAT,Nagarpalika,Dewahhi Gonahi,38808,1392,3.59%,33.99,177,145.8252065,0.823871223,177,135.0306071,0.762884786,177,74.05507588,0.418390259,177,84.18026361,0.47559471,177,81.08229344,0.458092053,177,76.39087489,0.431586864,177,63.3533395,0.357928472,22.25,4,4,3.5,4.75,2.5,1,0,0,2.5,0,45.75,5,2.75,6.5,9.25,8.25,3,1.5,5,3,1.5,-,-,-,-,-,N/A,Dharmendra Prasad Patel,39,Male,FSFN
2,RAUTAHAT,Gaunpalika,Durga Bhagwati,23226,1153,4.96%,19.8,106,115.7000658,1.091510055,106,82.21727526,0.775634672,106,53.4981589,0.504699612,106,55.60510027,0.524576418,106,55.2285288,0.521023857,106,54.11781417,0.510545417,106,60.10931927,0.56706905,N/A,,,,,,,,,,,49.75,6.5,6,8.5,5.75,10.75,4,1,3.75,3.5,0,13.5,20,7,4.5,7,52,Arun Kumar Sah,40,Male,NC
2,RAUTAHAT,Nagarpalika,Gadhimai,49642,1787,3.60%,49.44,261,246.8242515,0.945686787,261,175.1322079,0.671004628,261,108.0452441,0.413966453,261,100.9291367,0.386701673,261,89.52786024,0.343018622,261,94.51364519,0.362121246,261,89.3910504,0.342494446,N/A,,,,,,,,,,,23.75,3.75,2,4.5,2.75,4.75,1.5,2,1.5,1,0,-,-,-,-,-,N/A,Shyam Prasad Yadav,46,Male,NC
2,RAUTAHAT,Nagarpalika,Garuda,60009,2932,4.89%,44.46,235,265.6240886,1.130315271,235,215.9588695,0.918973913,235,135.9144108,0.578359195,235,133.3975348,0.567649084,235,128.5531873,0.547034839,235,125.1355551,0.532491724,235,112.0872473,0.47696701,N/A,,,,,,,,,,,N/A,,,,,,,,,,,-,-,-,-,-,N/A,Inu Raya Yadav,64,Male,FSFN
2,RAUTAHAT,Nagarpalika,Gaur,40368,3038,7.53%,21.53,110,221.6163927,2.014694479,110,205.4036583,1.867305985,110,171.2564729,1.556877026,110,140.3589819,1.275990745,110,150.0017859,1.363652599,110,134.9108114,1.226461922,110,181.4890765,1.649900695,54.25,5.5,7,5,7,12.75,4,5,0.5,5.5,2,71.5,8,8,9.5,7.5,16,3,7,2.5,5.5,4.5,15.5,19,15,6.5,12,68,Ajaya Kumar Gupta,43,Male,RJPN
2,RAUTAHAT,Nagarpalika,Gujara,54089,2369,4.38%,150.34,789,436.9717587,0.553829859,789,344.9613588,0.437213383,789,205.2686572,0.260163064,789,216.7458904,0.27470962,789,230.6745147,0.292363136,789,224.929198,0.285081366,789,150.6094731,0.190886531,37.5,5.5,2.75,4.5,6,8.25,4,3.5,1.5,1.5,0,N/A,,,,,,,,,,,-,-,-,-,-,N/A,Santalal Prasad Chaudhary,58,Male,RJPN
2,RAUTAHAT,Nagarpalika,Ishanath,53402,1482,2.78%,35.17,188,221.5815865,1.17862546,188,169.6430811,0.902356814,188,101.5062167,0.539926685,188,108.433806,0.576775564,188,102.0721566,0.542937003,188,113.2819487,0.602563557,188,89.64771691,0.476849558,60.75,8,6.5,8,7,13,3,6.5,4.25,4,0.5,56,6.75,4,8,8,7.25,3,7.5,6.5,5,0,13,17,6,2.5,7.5,46,Santosh Kumar Mahato,41,Male,NLF
2,RAUTAHAT,Nagarpalika,Katahariya,47455,1861,3.92%,40.69,214,181.7756431,0.849418893,214,143.3992568,0.670089985,214,77.23056814,0.360890505,214,89.03876589,0.416068999,214,76.55026193,0.357711504,214,75.41849968,0.352422896,214,63.39019075,0.296215845,55.75,7.75,4.5,8,7.5,12.5,3,2.5,4.5,4,1.5,68.75,7.75,4.5,8.25,10,14.25,7,3,9,4,1,-,-,-,-,-,N/A,Siyaram Prasad Kushuwa,32,Male,CPN-MC
2,RAUTAHAT,Nagarpalika,Madhav Narayan,40974,1902,4.64%,48.53,253,212.0655625,0.838203805,253,177.7050606,0.702391544,253,91.51436716,0.361716866,253,98.54055141,0.389488345,253,96.48001106,0.381343917,253,95.57950497,0.377784605,253,97.08771089,0.383745893,41.5,7.5,7,4,5.5,8.5,3,1.5,1,3.5,0,50.75,6.75,4.5,6.5,9,13,1.5,2.5,3,3.5,0.5,9.5,10,5,5,6.5,36,Birendra Prasad Yadav,47,Male,FSFN
2,RAUTAHAT,Nagarpalika,Maulapur,32468,1275,3.93%,34.75,188,163.326174,0.868756245,188,105.2723258,0.55995918,188,48.89949194,0.260103681,188,62.18435656,0.330767854,188,55.30731456,0.294187843,188,55.50968996,0.295264308,188,50.02025071,0.266065163,37.5,6.25,2,3,4,6.75,0,5,6.75,2.5,1.25,25.75,5.25,2.5,6.5,4.25,5.25,0,1,0,1,0,-,-,-,-,-,N/A,Rina Kumari Sah,32,Male,CPN-MC
2,RAUTAHAT,Nagarpalika,Paroha,46749,1562,3.34%,37.46,194,215.5767766,1.111220498,194,149.0442362,0.768269259,194,81.92390883,0.42228819,194,93.49739626,0.481945342,194,78.1383296,0.402774895,194,83.09842287,0.428342386,194,66.67155096,0.343667788,35,8,2,5.5,7,5.5,1,1.5,0,4.5,0,41,7.75,5,5.5,4.5,11.75,1,1.5,2,1,1,15,26.5,8,15,11.5,76,Shokh Wokil,44,Male,NC
2,RAUTAHAT,Nagarpalika,Phatuwa Bijayapur,44358,1825,4.11%,65.24,347,247.6439284,0.713671263,347,163.2561941,0.470478945,347,73.20153437,0.21095543,347,102.1225448,0.294301282,347,77.48605116,0.223302741,347,73.33924602,0.211352294,347,62.14292438,0.179086237,N/A,,,,,,,,,,,N/A,,,,,,,,,,,-,-,-,-,-,N/A,Gopal Raya Yadav,41,Male,NC
2,RAUTAHAT,Nagarpalika,Rajdevi,33836,1703,5.03%,28.21,151,180.0995594,1.192712314,151,177.3780226,1.174688891,151,133.9203413,0.886889677,151,105.4653086,0.698445752,151,96.02235432,0.635909631,151,97.7846805,0.647580666,151,106.0618646,0.702396454,39.5,5,1,5.5,4,8.5,3.5,5.5,4,2.5,0,49.25,6.75,3,6.5,8.5,8,2.5,3.5,6,2,2.5,12,18,6,7,8.5,51.5,Dhinrendra Kumar Sighn,46,Male,NC
2,RAUTAHAT,Nagarpalika,Rajpur,54372,1083,1.99%,31.41,163,143.0683828,0.87772014,163,118.0388212,0.724164547,163,71.48539606,0.438560712,163,76.48693028,0.469244971,163,71.29891826,0.437416676,163,72.24609275,0.443227563,163,66.01664186,0.405010073,45,6.5,6,5.25,7.75,7.5,4.5,2.5,1.5,3.5,0,81,8.25,8,8.5,10.5,15.25,6,10,6,4.5,4,6.5,10,5,2.5,3,27,Mo Sakhil Akthar,49,Male,NC
2,RAUTAHAT,Gaunpalika,Yemunamai,28607,996,3.48%,16.7,88,92.96181053,1.056384211,88,77.09037733,0.876027015,88,48.66830157,0.553048881,88,48.92937931,0.556015674,88,48.64263326,0.552757196,88,48.75112104,0.553990012,88,52.36051852,0.595005892,33,5.25,4.75,4,3,4.75,1.5,2.5,3.5,1.5,2.25,43.75,5.5,4.5,6.5,6,8.75,1,4.5,3.5,2.5,1,-,-,-,-,-,N/A,Shriprasad Mikhiya Bin,52,Male,CPN-MC
2,SAPTARI,Gaunpalika,Agnisair Krishna Savaran,32047,2665,8.32%,103.08,540,287.4659307,0.532344316,540,226.1106199,0.41872337,540,165.0207379,0.305593959,540,205.9633132,0.381413543,540,220.7391311,0.408776169,540,173.0743095,0.320507981,540,123.1683967,0.228089624,51.5,6,5,5.5,7,8,2,6,3,9,0,66.75,8,8,9,9.5,13,7,2,8,2.25,0,-,-,-,-,-,N/A,Parsuram Chaudhary,45,Male,NC
2,SAPTARI,Gaunpalika,Balan Bihul,24059,1286,5.35%,33.04,174,153.5585461,0.88252038,174,86.15710223,0.49515576,174,37.37683143,0.214809376,174,51.28824328,0.294760019,174,36.20689276,0.208085591,174,37.54661991,0.215785172,174,23.10037742,0.13276079,84,7.25,7,10,10.75,16,6,10,7,5,5,83.5,8,8,8,9.5,16,5,7,10,6,6,13,18,14,6,12,63,Dananand Joyit,38,Male,FSFN
2,SAPTARI,Gaunpalika,Belhi Chapena,32975,1681,5.10%,47.92,248,213.4496872,0.860684223,248,135.1953115,0.545142385,248,77.76579289,0.313571746,248,90.67037234,0.36560634,248,54.04830221,0.217936702,248,68.50189811,0.276217331,248,45.6193689,0.183949068,58,7.25,1.5,6.5,6.5,11.75,3.5,8,7.5,4,1.5,52.25,7.25,3.5,6.5,7.75,10.25,5,0,7.5,3.5,1,-,-,-,-,-,N/A,Parmananda Yadav,62,Male,NC
2,SAPTARI,Gaunpalika,Bishnupur,28072,1834,6.53%,36.62,190,172.7323782,0.90911778,190,124.0994989,0.653155258,190,96.16018818,0.506106254,190,106.1555122,0.558713222,190,64.11217701,0.337432511,190,72.20419049,0.380022055,190,63.4886819,0.334150957,72,9,8,11,10,10,3,8.5,8,2.5,2,N/A,,,,,,,,,,,7.5,8,4,3,0,22.5,Lilambar Yadav,55,Male,NC
2,SAPTARI,Nagarpalika,Bode Barsain,46343,2955,6.38%,58.93,310,263.0968022,0.848699362,310,232.3770643,0.749603433,310,144.0666545,0.464731144,310,158.2355635,0.510437302,310,133.2660761,0.429890568,310,120.8875318,0.38995978,310,74.00685702,0.238731797,61.5,7,7.25,7.5,7.5,8.5,3,7.5,6.75,5.75,0.75,50,7.25,6.5,4,7.25,8.5,3.25,7.5,1.75,3.5,0.5,12.5,19,8,4,12,55.5,Atesh Kumar Singh,30,Male,FSFN
2,SAPTARI,Gaunpalika,Chhinnamasta,30664,1752,5.71%,38.71,202,160.4532331,0.794322936,202,117.5701859,0.582030623,202,91.43520527,0.452649531,202,97.65191209,0.483425307,202,55.64308123,0.275460798,202,53.65992203,0.265643178,202,48.11085768,0.238172563,N/A,,,,,,,,,,,40.75,6.25,4.75,4.5,5,6.75,4,3.5,2.5,3.5,0,3.5,3,3,4,3,16.5,Surya NarayanMandal Amat,62,Male,NSP
2,SAPTARI,Nagarpalika,Dakneshwori,48314,2793,5.78%,69.11,362,293.4873235,0.810738463,362,200.8740325,0.554900642,362,113.3559256,0.313137916,362,150.2466899,0.415046105,362,86.34638357,0.238525921,362,105.8121374,0.292298722,362,71.63385018,0.197883564,38.5,6,4,5,5,8,5,0.5,4.5,0.5,0,52,6,5,8,5.5,10.75,5.5,6,2.25,2.5,0.5,-,-,-,-,-,N/A,Siwa Narayan Sah,67,Male,RJPN
2,SAPTARI,Nagarpalika,Hanumannagar Kankalini,51926,2675,5.15%,118.19,619,447.2952569,0.722609462,619,360.1839751,0.581880412,619,236.4274157,0.381950591,619,281.4601995,0.454701453,619,227.828046,0.368058233,619,233.7069533,0.37755566,619,215.8834348,0.348761607,73.5,9,7,9.5,10.25,11.75,4,6.5,6.5,5,4,70.25,8,8,6.5,10.25,11.5,5.5,5,7,6.5,2,13,12,10,5.5,11,51.5,Shailesh Kumar Sah,39,Male,RJPN
2,SAPTARI,Nagarpalika,Kanchanrup,58882,3688,6.26%,117.34,609,423.1233111,0.694783762,609,381.1262324,0.625823042,609,286.5377459,0.47050533,609,339.5490577,0.557551819,609,297.0073888,0.487696862,609,231.1919172,0.37962548,609,235.8644358,0.387297924,70.25,8,5.5,5.5,10.75,13.5,5,9,7,5.5,0.5,72.5,8,6,6.5,8.75,13.5,5,9.75,9.5,4.5,1,17.5,19.5,12,8.5,8,65.5,Basanta Kumar,61,Male,CPN-UML
2,SAPTARI,Nagarpalika,Khadak,54193,3183,5.87%,96.77,502,345.0197908,0.68729042,502,277.7036819,0.553194586,502,161.8145992,0.322339839,502,207.5178846,0.41338224,502,165.1737538,0.329031382,502,163.897264,0.326488574,502,87.06210657,0.173430491,52.5,7.75,3.25,6,5,10.5,5,4.5,7.5,2,1,75,7,6,9,9,13,5,8,8,7,3,-,-,-,-,-,N/A,Hemayu Hak,27,Male,FSFN
2,SAPTARI,Gaunpalika,Mahadeva,31048,1494,4.81%,34.97,180,132.0050758,0.733361532,180,104.0305604,0.577947558,180,69.29392458,0.384966248,180,85.12814909,0.472934162,180,63.70347643,0.353908202,180,62.68474633,0.348248591,180,61.43663669,0.341314648,51.25,8,5,6,7.5,9.5,3.25,3,6,2,1,34.5,6,1.5,6.5,5.5,6.5,1.5,4,2,1,0,-,-,-,-,-,N/A,Dipak Kumar Yadav,59,Male,FSFN
2,SAPTARI,Nagarpalika,Rajbiraj,71946,7339,10.20%,55.27,290,382.0547663,1.317430229,290,283.9758154,0.97922695,290,285.8633236,0.985735599,290,257.5386387,0.888064271,290,179.0015328,0.617246665,290,197.3771521,0.680610869,290,245.7815237,0.847522495,47.5,6.5,3.75,6,5,11.25,5,2,4.5,3.5,0,53.75,5.75,4.5,6.5,7,10,5.5,3.5,5,4,2,-,-,-,-,-,N/A,Sambhu Prasad Yadav,44,Male,RJPN
2,SAPTARI,Gaunpalika,Rupani,30064,1772,5.89%,56.08,290,210.2117829,0.724868217,290,144.2177301,0.497302518,290,106.2262289,0.366297341,290,126.1196037,0.434895185,290,95.20992321,0.32831008,290,88.65715499,0.305714328,290,66.71416645,0.23004885,77.25,7.5,8,10.5,10.25,13.5,4,8.5,5,5,5,68.75,7.75,7,8.5,7.75,13.5,4,7.75,4.5,4,4,13,17,11,7,11.5,59.5,Hareram Yadav,47,Male,RJPN
2,SAPTARI,Nagarpalika,Saptakoshi,23891,2184,9.14%,60.25,316,194.5585488,0.61569161,316,140.3876997,0.444264872,316,100.3590768,0.317592015,316,122.2207751,0.386774605,316,110.2354581,0.348846386,316,90.33149,0.285859146,316,75.37866428,0.238540077,87.25,9,8,9.5,10.5,15.5,5,10.5,9,5,5.25,83,8.5,7,9.5,10,16,5,10.5,7,5,4.5,20.5,18.5,7,6,6,58,Uttam Prasad Sharma,54,Male,CPN-UML
2,SAPTARI,Nagarpalika,Shambhunath,39423,2564,6.50%,108.71,573,363.9547502,0.635174084,573,259.2435596,0.452432041,573,173.9318792,0.303546037,573,212.0067975,0.369994411,573,175.4894757,0.306264355,573,208.5134431,0.363897806,573,91.42156702,0.159548983,64.5,7.5,6.5,8,8.5,12,4.5,7,5,4.5,1,53.5,7.5,4,7,6.5,9.5,4,6.5,5,3.5,0,11,13.5,10,6,6.5,47,Yogendra Prasad Chaudhary,56,Male,NC
2,SAPTARI,Nagarpalika,Surunga,49668,3203,6.45%,107.04,561,408.3047087,0.72781588,561,286.693151,0.511039485,561,155.949779,0.277985346,561,221.7371743,0.39525343,561,178.8478498,0.318801871,561,170.191744,0.303372093,561,101.9014675,0.181642545,51.25,7.5,6.5,4,10,11.75,6.5,3.5,1,0.5,0,67.25,7.75,6.5,7.5,10,14.5,7,8.5,3,2.5,0,14.5,14.5,12,9,11,61,Muktanath Chaudhary,61,Male,NC
2,SAPTARI,Gaunpalika,Tilathi Koiladi,34257,1845,5.39%,32.91,172,141.4284382,0.822258362,172,109.8188764,0.63848184,172,83.2111613,0.483785822,172,88.65582991,0.515440872,172,69.60116532,0.404657938,172,66.15491381,0.384621592,172,69.5497679,0.404359116,N/A,,,,,,,,,,,N/A,,,,,,,,,,,-,-,-,-,-,N/A,Satish Kumar Sighn,34,Male,RJPN
2,SAPTARI,Gaunpalika,Tirahut,23987,1314,5.48%,37.81,199,137.8453156,0.692690028,199,132.2072786,0.664358184,199,91.01356782,0.457354612,199,111.850589,0.562063261,199,93.50996166,0.469899305,199,77.88909508,0.391402488,199,91.57725845,0.460187228,33,7.5,3.5,4.5,4.75,6.75,4.5,0,0.5,1,0,72.75,7.5,6,8,10.5,14.75,7,7.75,7.75,3,0.5,6.5,15.5,8,6.5,7.5,44,Not Available,38,Male,FSFN
2,SARLAHI,Nagarpalika,Bagmati,45459,3789,8.33%,101.18,531,315.9541409,0.595017215,531,205.4933706,0.386993165,531,101.7690832,0.191655524,531,135.9678807,0.256060039,531,115.5498015,0.217607912,531,121.7999034,0.229378349,531,103.7302519,0.195348874,68.75,8,4.5,7,8,11,7,10.5,6.5,4,2.25,36.5,7.5,2.5,4,2.25,3.5,5,0.75,8.5,2,0.5,11,7,9,4,10.5,41.5,Bharat Kumar Thapa,38,Male,CPN-MC
2,SARLAHI,Nagarpalika,Balara,47602,1981,4.16%,48.55,253,217.1780279,0.858411177,253,168.6033068,0.666416232,253,71.64613172,0.283186291,253,70.75479491,0.279663221,253,58.61319549,0.231672709,253,62.48558496,0.246978597,253,68.11560434,0.269231638,63.25,7,6.25,7,6,14,4,9.75,2,4.25,3,N/A,,,,,,,,,,,14,20.5,12,10,7.5,64,Abhaya Kumar Sighn,58,Male,RJPN
2,SARLAHI,Nagarpalika,Barahathawa,83257,4556,5.47%,107.05,564,481.8119834,0.854276566,564,316.4272036,0.561041141,564,198.4324273,0.351830545,564,208.6192264,0.369892245,564,118.992877,0.210980278,564,143.4944569,0.254422796,564,145.7993548,0.258509494,69.5,8,7.25,8.75,7.25,11.25,5,8.5,10,2.5,1,73,8,7.25,9.5,8.75,13.5,7,5,6,4,4,16.5,19.5,9,6.5,10,61.5,Devnanda Mahota,46,Male,CPN-MC
2,SARLAHI,Gaunpalika,Basbariya,26406,1304,4.94%,29.42,149,121.384936,0.814664,149,76.34811169,0.512403434,149,47.58074833,0.319333881,149,39.94341433,0.268076606,149,26.55166052,0.178199064,149,29.11610007,0.195410068,149,27.29843162,0.18321095,44.25,6.5,6,9,7,8.25,3,3.5,0,1,0,46.25,7.75,5.5,6,8.75,10.5,3.75,3.5,0,0.5,0,-,-,-,-,-,N/A,Ram Ahayodhya Yadav,50,Male,NC
2,SARLAHI,Gaunpalika,Bishnu,25870,1202,4.65%,28.09,145,118.9444677,0.820306674,145,82.24445945,0.567203169,145,36.32030107,0.250484835,145,38.09270063,0.26270828,145,31.17299799,0.214986193,145,27.28958988,0.188204068,145,20.45599344,0.141075817,32.5,5,2.5,5.25,4.75,6,3.5,1,3,1.5,0,38.75,7.25,2.5,4.5,6.75,8,4,2,2.25,1,0.5,5,6,5,0,5,21,Jawohar Lal Yadav,55,Male,NLF
2,SARLAHI,Gaunpalika,Bramhapuri,27878,1166,4.18%,33.89,173,133.3764711,0.770962261,173,96.81923285,0.559648745,173,55.07619731,0.318359522,173,56.35895632,0.325774314,173,45.10472621,0.260720961,173,54.05428368,0.312452507,173,57.41678686,0.331888941,61,7.25,7.25,7.5,9,12.5,7,4,5.5,0.5,0.5,34.25,4.75,3,6,6.5,7.5,3,2,0.5,1,0,-,-,-,-,-,N/A,Binod Kumar Sah,39,Male,RJPN
2,SARLAHI,Gaunpalika,Chakraghatta,29166,1211,4.15%,25.16,134,117.0046562,0.873169076,134,85.66383675,0.639282364,134,49.99418141,0.373090906,134,51.42426792,0.383763193,134,32.82945353,0.244995922,134,39.57736227,0.29535345,134,45.90580963,0.342580669,N/A,,,,,,,,,,,52,5,5,8.5,7.75,7.75,3.5,6.5,5,3,0,12,20,11,7,10,60,Bikram Yadav,32,Male,CPN-MC
2,SARLAHI,Gaunpalika,Chandranagar,37517,1535,4.09%,47.5,252,167.3947664,0.664264946,252,151.0195891,0.599284084,252,95.15924025,0.377616033,252,94.68245661,0.375724034,252,69.05689476,0.274035297,252,82.9872124,0.329314335,252,83.73094404,0.332265651,53,7.5,5,6,8.75,9.5,6,2,3.75,4,0.5,56.25,8,6,7.75,7,10,6,2.5,6.5,2.5,0,19,20.5,11,5,11,66.5,Mahendra Mahato Sudi,66,Male,RJPN
2,SARLAHI,Gaunpalika,Dhankaul,28500,874,3.07%,45.94,242,240.2909985,0.99293801,242,134.1331688,0.554269293,242,58.11910813,0.240161604,242,58.53121234,0.241864514,242,65.53177745,0.270792469,242,57.33993439,0.236941878,242,46.30467223,0.191341621,11.25,2.5,1.75,2,1.5,2.5,0,0,1,0,0,31.25,3,3,3,5.5,8.25,1,2.5,4.5,0.5,0,6.5,13.5,8,0,3,31,Ram Ashraya Sah,73,Male,NC
2,SARLAHI,Nagarpalika,Godaita,54346,3697,6.80%,48.62,256,236.9669899,0.925652304,256,155.3342349,0.606774355,256,67.75769735,0.264678505,256,69.1576895,0.270147225,256,59.20917869,0.231285854,256,61.19204845,0.239031439,256,67.50746509,0.263701036,24.75,5,3,2,4.5,7.25,2.5,0,0,0.5,0,39.75,5.5,5,5,6,6.75,2,4,4,1.5,0,-,-,-,-,-,N/A,Devendra Kumar Yadav,48,Male,RJPN
2,SARLAHI,Nagarpalika,Haripur,43609,2989,6.85%,66.86,354,228.6733193,0.645969828,354,161.9525997,0.45749322,354,90.95067112,0.2569228,354,113.0296955,0.319292925,354,85.83706047,0.242477572,354,103.7376431,0.29304419,354,95.56056241,0.269945092,N/A,,,,,,,,,,,61,7,5.75,6.5,8.25,12.75,4,7,4.5,5.25,0,13,24,12,11,10,70,Jamirudin Mansur,52,Male,CPN-UML
2,SARLAHI,Nagarpalika,Haripurwa,36523,1303,3.57%,30.5,160,117.3804002,0.733627501,160,95.48347694,0.596771731,160,46.13294952,0.288330934,160,51.16934584,0.319808412,160,40.63134325,0.253945895,160,47.22851312,0.295178207,160,53.1715751,0.332322344,45.75,7,5,3.25,6,10,3.5,2.5,3.5,3,2,43.25,6.5,5.5,4.5,5.75,11.5,5,0.5,1,3,0,-,-,-,-,-,N/A,Siyaram Raya,68,Male,NC
2,SARLAHI,Nagarpalika,Hariwan,51333,4066,7.92%,95.39,500,373.9358119,0.747871624,500,236.1948609,0.472389722,500,188.1057024,0.376211405,500,165.4397431,0.330879486,500,164.1423863,0.328284773,500,187.0910625,0.374182125,500,169.2235749,0.33844715,62,8,6,5.5,6.25,12.25,5.5,7.5,6,4.5,0.5,65.5,6.25,7,9,8.25,11,6.5,8,5,4.5,0,11.5,20.5,15,9,12.5,68.5,Ganesh Prasad Prasai,43,Male,CPN-UML
