PROVINCE,DISTRICT,UNIT_TYPE,UNIT_NAME,popn_2021,popn_secondary,popn_highschool,popn_graduate,popn_post_graduate, popn_highschool_and_equivalent,popn_highshool_above,high_school_per,area_kmsq,percen_chg_nl,baseline_nl_sqkm,sum_2023,sum_2022,sum_2021,sum_2020,sum_2019,sum_2018,sum_2017,sum_2016,sum_2015,sum_2014,sum_2013,sum_2012,lisa_20_21,gov_magm_20_21,org_admin_20_21,budg_magm_20_21,fiscal_magm_20_21,service_dev_20_21,jud_exe_20_21,phy_infra_20_21,soc_inc_20_21,env_protec_20_21,cop_cor_20_21,lisa_21_22,gov_magm_21_22,org_admin_21_22,budg_magm_21_22,fiscal_magm_21_22,service_dev_21_22,jud_exe_21_22,phy_infra_21_22,soc_inc_21_22,env_protec_21_22,cop_cor_21_22,Name of Chairperson,Age at Election,Sex,Political Affiliation,Neighbor_Percent,lisa_20_21,10.1.1_20_21,10.1.2_20_21,10.2.1_20_21,10.3.1_20_21,10.3.2_20_21,10.3.3_20_21,10.1.1_21_22,10.1.2_21_22,10.2.1_21_22,10.3.1_21_22,10.3.2_21_22,10.3.3_21_22
3,RAMECHHAP,Gaunpalika,Doramba,17529,572,1059,150,74,1059,1283,7.32%,140.87,39.89372934,0.927709393,377.9155664,298.1449231,301.7215697,270.8293818,189.6260744,201.1823484,215.6791238,63.00470825,152.487887,91.57396945,100.388436,66.07583766,51.25,5.75,5.5,5.25,6.25,6.75,7,4.5,3.25,5,2,62,8,8,6,7.25,7,7,7,6.75,4.5,0.5,Kamal Sighn Tamang,45,Male,CPN-MC,15.38%,51.25,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0
3,RAMECHHAP,Gaunpalika,Gokulganga,18363,807,1367,270,124,1367,1761,9.59%,198.39,32.37586536,0.884535862,479.7527443,396.148564,380.851711,341.9339558,248.5986694,263.9514437,287.7047942,83.82150687,205.5325378,124.87344,139.7312539,108.9516765,55.75,8,5.5,7.5,7,10.75,7,4,1.5,3,1.5,60,8,3,7,8.5,12.5,7,7,2,3,2,Khanga Bahadur Sunar,53,Male,CPN-UML,30.77%,55.75,0,0,1,0,0,0.5,0,0,0,0,1,1
3,RAMECHHAP,Gaunpalika,Khadadevi,19381,876,1221,215,135,1221,1571,8.11%,150.47,44.81786204,0.83928527,413.0129195,332.1085188,316.7119183,285.3020492,207.9244255,209.6533792,218.6967228,50.10564704,148.1820648,88.16458394,104.1782279,65.91757929,60.25,6.25,5.75,6,6.75,9.25,7,7,4.5,3,4.75,71.25,8.5,5.5,8.5,7,10.75,7,8,6.5,3.5,6,Prem Bahadur Tamang,50,Male,CPN-UML,7.69%,60.25,0.75,0,1,1,1,1,1,1,1,1,1,1
3,RAMECHHAP,Gaunpalika,Likhu,18675,850,1148,229,117,1148,1494,8.00%,124.51,65.24345825,0.850866992,315.5766807,269.9663326,293.5820389,259.0161173,200.8562114,173.4387142,177.6663609,39.12347117,124.2786678,82.6972969,84.39212469,76.38465282,29.25,5.25,3.5,1.5,3,3.75,3.75,2,4,2.5,0,44.25,5.5,6,4.5,5.25,9,3.5,1.5,6.5,2.5,0,Gobinda Bahadur Khadka,42,Male,CPN-UML,38.46%,29.25,0,0,0,0,0,0,0,0,0,0,0,0
3,RAMECHHAP,Nagarpalika,Manthali,40230,2233,2940,791,547,2940,4278,10.63%,211.77,64.27470326,0.98922708,677.1472148,494.4323159,540.6272361,428.0694844,324.87365,317.0850752,329.0995055,104.9562968,244.4598795,159.438793,171.8536825,173.9803963,68.25,8.5,5.25,7,10,11.75,7,6.75,6,4,2,71.75,8.5,5.25,6.5,10,11.75,7,6.75,7,4.5,4.5,Ramesh Kumar Basnet,54,Male,CPN-UML,30.77%,68.25,1,0,0,0,1,0,0.5,1,1,1,1,0
3,RAMECHHAP,Nagarpalika,Ramechhap,25117,1597,1797,372,198,1797,2367,9.42%,202.44,48.30634494,0.922491429,691.865552,404.2894071,442.4090367,363.7450555,272.7556361,274.040813,298.3075585,100.996372,216.093409,131.59932,147.8592026,104.7425091,70.25,8,6,6.5,7.5,13,7,8,5,6,3.25,77,8.5,5,6,11,11.5,7,8.5,9,4.5,6,Nar Bahadur Thapa Magar,54,Male,NC,15.38%,70.25,0.5,0.75,0,0,1,1,1,1,1,1,1,1
3,RAMECHHAP,Gaunpalika,Sunapati,14616,804,1206,194,120,1206,1520,10.40%,85.09,39.26459902,1.042344358,314.6851902,205.4495473,201.605762,184.4748018,134.2592364,138.6192349,144.7645442,48.78684059,99.78736438,61.43357659,65.61753563,46.15432652,79,8,7.25,7.5,8,13.5,7,9,7,6,5.75,66,7.5,7,8,8,9,7,7.5,8.5,3.5,0,Dhawa Lama,52,Male,CPN-MC,15.38%,79,0.75,1,1,1,1,1,0,0,0,0,0,0
3,RAMECHHAP,Gaunpalika,Umakunda,16709,553,1330,203,124,1330,1657,9.92%,451.98,40.36863192,0.835219457,1015.837257,912.9199095,903.3530932,843.5758582,662.0752054,592.5764247,643.5576673,162.254914,433.0244278,271.1729511,332.3019657,211.9027782,55.5,7.5,6.5,8,9.75,9.25,6.5,2,2.5,2.5,1,64,8.5,7.25,5,7,11.5,7,7.25,3,4.5,3,Sher Bahadur Sunawar,50,Male,CPN-UML,38.46%,55.5,0,0,0,0,0,1,0.5,0.5,0,0,1,1
3,RASUWA,Gaunpalika,Gosaikunda,8043,382,859,251,61,859,1171,14.56%,977.28,23.20797553,0.895365593,2172.887156,1913.018773,1843.421018,1706.106209,1339.554074,1301.770232,1496.186436,375.7231505,996.0107685,632.1711933,831.5909354,481.281511,68.75,8,7.5,6,9.5,11.5,6,8.75,6,4.5,1,71,7.5,6,6,10,12,6,8.5,8,5.5,1.5,Kaisang Nurpu Tamang,40,Male,CPN-UML,23.08%,68.75,1,0,0,0,0,0,1,0,0,0,0,0.5
3,RASUWA,Gaunpalika,Kalika,10172,432,1014,349,139,1014,1502,14.77%,42.5,43.90688835,1.058824716,143.5389844,105.4085214,104.4905939,82.94579488,71.0572308,77.84720743,72.6098626,26.33675206,45.91579893,35.1377881,37.89421984,31.2783658,64.25,7,4.5,5.5,7.5,13.75,7,5,7.5,4.75,1.75,52.5,8.5,5,4,7.75,10.75,7,4,1.5,3,1,Sita Kumari Paudel Adhikari,46,Female,CPN-UML,15.38%,64.25,0.75,0,0,0,0,1,0,0,0,0,0,1
3,RASUWA,Gaunpalika,Naukunda,12095,302,536,106,40,536,682,5.64%,116.36,26.22908111,0.806248243,251.0413929,220.2141586,212.8984841,196.7786403,153.0899918,159.3828151,168.6604087,42.82016109,103.7721697,60.00744252,79.97007481,51.94498349,61.75,7.25,5.5,9.5,7,11.25,6.5,4.75,4,3,3,48,5,5.25,5,7.5,8.25,7,4,5,1,0,Nurwo Swangwo Ghale,46,Male,NC,15.38%,61.75,1,0,0,1,0,1,0,0,0,0,0,0
3,RASUWA,Gaunpalika,Parbati Kunda,6673,355,456,81,25,456,562,8.42%,246.63,19.93210144,0.902406382,586.8778001,492.0334133,464.6602742,430.6892164,356.4386204,361.9358774,387.4361148,98.14362842,242.8145816,161.8476188,199.0460997,119.152364,N/A,,,,,,,,,,,44.25,6.5,2.75,6.5,6.5,5.5,4,5.5,3.5,3.5,0,Buchung Tamang,30,Male,NSP,0.00%,N/A,,,,,,,,,,,,
3,RASUWA,Gaunpalika,Uttargaya,8571,582,932,238,80,932,1250,14.58%,118.45,38.40265156,0.942606784,346.1005697,295.3805978,263.3545058,226.4073125,191.7853031,198.2120133,190.281402,44.44457444,112.5677319,99.31338596,99.18882343,60.90390194,61.5,7.5,6.5,6.5,7.25,11.75,7,4,5.5,4.5,1,56,6,4.5,7,7,10.5,5.5,3,7,4,1.5,Upendra Lamsal,47,Male,NC,15.38%,61.5,1,0,0,0,0,0,0,0,0,0.5,0,1
3,SINDHULI,Nagarpalika,Dudhouli,70679,3408,4897,871,426,4897,6194,8.76%,390.37,41.1557839,1.121741191,1061.850839,805.8593141,818.7170846,706.6608429,539.3209147,563.164068,580.0095908,308.9491882,378.0889989,484.5286572,614.1111032,201.2326885,76,8.5,6.5,6.5,9,12.5,7,9.5,7,5,4.5,78.25,7,6,10,10,11,7,7,9,5.25,6,Ghanshayam Rawat,50,Male,CPN-UML,23.08%,76,0.5,0,1,1,1,1,1,1,1,1,1,1
3,SINDHULI,Gaunpalika,Ghanglekh,12701,586,771,86,44,771,901,7.09%,166.76,40.81219225,0.903268264,393.8574727,311.6111517,335.6104927,282.5406096,205.7797226,231.8629086,238.3390865,108.4513146,155.1466015,100.57906,162.150062,63.16626344,55.25,7,4.5,7.5,8.75,11.5,7,5.5,0,3,0.5,78,7.5,5.5,9,9,12.25,7,9.5,4.5,7.75,6,Jagat Bahadur Bholan,64,Male,NC,7.69%,55.25,0,0.5,0,0,0,0,1,1,1,1,1,1
3,SINDHULI,Gaunpalika,Golanjor,19012,1071,1472,249,189,1472,1910,10.05%,184.12,51.15208757,1.022442789,497.3064815,363.914041,389.9916164,316.0451878,272.2637908,255.5766815,258.0127226,181.665725,178.0595952,135.2706224,226.6940111,74.70043776,53,7,3.5,8,5.5,10,6.5,2.5,4.5,4.5,1,52.75,7,4.5,6,5,10.25,6,5,4.5,4,0.5,Puspa Bahadur Karki,38,Male,NC,15.38%,53,0,0,0,0,1,0,0,0,0,0,0,0.5
3,SINDHULI,Gaunpalika,Hariharpurgadhi,26829,1207,903,133,48,903,1084,4.04%,343.91,38.66201895,1.125498718,878.7700923,628.2046208,686.8553018,570.6192473,479.8269759,509.816432,495.3449452,462.1689836,294.8082692,295.9588588,692.1218486,204.6825679,55.25,5.5,1.75,7,7.5,8.25,7,7.75,2.5,4.5,3.5,58.75,6.75,3,7,8,11,5.5,6.5,4,4,3,Karsang Lama,44,Male,CPN-MC,30.77%,55.25,0.5,1,1,0,0,1,1,0.5,0.5,0,0.5,0.5
3,SINDHULI,Nagarpalika,Kamalamai,71811,6169,7129,1862,1084,7129,10075,14.03%,482.56,79.86246871,1.223271761,1690.821474,1436.28138,1357.121524,944.2311844,723.3121452,915.6149864,754.5329127,480.638098,537.6201183,588.4169547,915.0846465,436.3734696,61.75,8,4.5,8,7,8.75,6.5,5.5,5,5,3.5,58.75,8,4.5,5.5,6.5,10.25,7,5,4,4.5,3.5,Khanga Bahadur Khatri,52,Male,CPN-UML,23.08%,61.75,0.5,0.5,1,0.5,1,0,1,0.5,0.5,0.5,0.5,0.5
3,SINDHULI,Gaunpalika,Marin,28988,1230,1491,214,117,1491,1822,6.29%,297.29,49.1540891,1.06945867,766.1119558,561.1695722,622.1065031,505.5691529,392.7124934,420.579891,417.0898075,370.2116695,264.5071385,219.9488567,541.4879855,128.4049676,62.75,7.75,4,7.5,7.5,10,6,8.5,5.5,2,4,66.5,8,4.75,7,8.25,11.5,5.5,7,7,2.5,5,Pani Raj Bamjan,49,Male,CPN-MC,15.38%,62.75,0.5,1,1,1,0.5,0,1,1,1,1,0,1
3,SINDHULI,Gaunpalika,Phikkal,14359,974,1198,189,122,1198,1509,10.51%,186.07,28.42149803,0.82987949,421.4922037,324.7082024,321.2473609,302.1074153,214.8346353,235.1095439,250.1507659,47.05103522,161.0123114,159.4485944,115.2546317,69.25138543,54.25,7,3.75,9.5,8.75,6.25,5,8.5,1.5,3,1,53.75,7,2.5,5,6,8.75,7,7,4,6,0.5,Dhanbahadur Karki,56,Male,CPN-UML,15.38%,54.25,0,0,0,1,0,0,0,0,0,0,0,0.5
3,SINDHULI,Gaunpalika,Sunkoshi,18136,938,1482,244,141,1482,1867,10.29%,154.68,50.49347649,1.032722551,465.9564907,341.0220007,342.7143379,288.4364551,240.9411967,218.5965939,227.727039,139.1206508,155.972196,116.1462111,144.4172787,89.52174271,46.75,7.5,4.5,5.5,6.5,5,5.25,6,4.5,2,0,46.75,7,4.25,7,7.5,4.5,2,2,6,6.5,0,Deepa Bohora Dahal,36,Female,CPN-MC,0.00%,46.75,0,0,0,0,0,0,0,0,0,0,0,0
3,SINDHULI,Gaunpalika,Tinpatan,35145,2183,2900,568,321,2900,3789,10.78%,280.25,38.27250141,0.973606733,663.5770441,527.84343,533.4197429,471.6067028,349.9928953,381.5116837,385.7742772,258.0800193,258.2606306,189.2982202,354.9954196,116.1742379,54,7,6,6,6.25,7,6.5,5.75,4,4,1.5,47,4.75,4.25,6.5,5.75,6.25,6.5,3,5,3.5,1.5,Karna Bahadur Magar,44,Male,NC,7.69%,54,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,1
3,SINDHUPALCHOK,Gaunpalika,Balefi,24158,1197,1661,440,191,1661,2292,9.49%,61.62,5.482833493,1.604577759,165.1165493,140.7698544,152.4518373,140.3200022,118.1678416,131.0236792,144.5276281,86.21992375,99.10197239,65.64680182,61.67081018,65.90190087,51,7,5,4.5,7.5,9.5,5.5,4.5,4.5,1.5,1.5,55,7.5,6.75,5.5,7,9.75,6,5.25,3.25,2,2,Nim Furje Sherpa,51,Male,CPN-UML,30.77%,51,0,0,0,1,0,0.5,0,0,0,1,0,1
3,SINDHUPALCHOK,Nagarpalika,Barhabise,16465,983,1620,464,182,1620,2266,13.76%,134.81,7.285422532,1.319361906,356.3673648,293.7931958,300.6083151,279.6797062,232.4188491,255.7978233,280.1949305,123.2593978,184.2578204,123.7405656,132.998946,101.0442843,60,8,1.5,8.5,11,12,7,1,4.5,4,2.5,80,9,6.75,8,9.5,12.75,7,7,9,6.5,4.5,Kedar Khatri Chettri,48,Male,CPN-UML,30.77%,60,0,0,1,0,1,0.5,0.5,0,1,1,1,1
3,SINDHUPALCHOK,Gaunpalika,Bhotekoshi,14239,356,884,151,69,884,1104,7.75%,278.32,29.72454712,0.957672478,656.9209942,581.9166744,576.5233322,544.3311799,454.2236301,439.4526594,444.4211562,130.1631335,277.6810713,213.8922553,254.0412546,165.2045819,46.25,7.5,5.75,7,7,7.5,4.5,2.5,2,2,0.5,66,7,6,7,8.5,12.5,6,5.5,5.5,4.5,3.5,Raj Kumar Paudel,39,Male,CPN-MC,0.00%,46.25,0,0,0.5,0,0,0,0.5,0.5,0.5,0,1,1
3,SINDHUPALCHOK,Nagarpalika,Chautara SangachokGadhi,42962,2468,3824,970,525,3824,5319,12.38%,165.25,19.63820901,1.674850003,515.6281667,418.2979735,462.3939729,394.7121994,348.5454212,372.3640222,386.4935598,265.0936694,293.0696224,162.4190006,184.1886757,177.0796374,75.75,8,7.25,8,8.5,12.25,7,7.25,6.5,5.5,5.5,78.75,8,7,7.5,8.75,13.5,7,9.5,7.25,5.5,4.75,Aman Sighn Tamang,58,Male,CPN-MC,0.00%,75.75,1,1,1,1,1,0.5,1,0.75,0.5,1,0.5,1
3,SINDHUPALCHOK,Gaunpalika,Helambu,17723,609,953,160,109,953,1222,6.89%,287.62,21.64259064,0.94785872,626.5399191,564.8028382,562.4951351,517.8069833,418.3846494,426.9972349,462.4162739,129.8139059,310.2920254,187.9702949,215.6112777,167.6068298,N/A,,,,,,,,,,,48.25,5,5,4.5,6.25,8.5,7,7,4,0.5,0.5,Nima Gurjen Sherpa,46,Male,NC,7.69%,N/A,,,,,,,,,,,,
3,SINDHUPALCHOK,Gaunpalika,Indrawati,25518,1235,1446,322,184,1446,1952,7.65%,105.12,-0.459273722,1.833553961,318.6707708,265.4203965,274.8656372,252.5171964,231.4132519,252.1468167,276.1338474,156.9195794,214.4273399,123.4920027,126.9893306,120.7484151,76.25,9,6,9,9,13.5,6,10,6,3.5,4.25,95,9,8,11,11,16,7,13,10,9,1,Bangsalal Tamang,54,Male,NC,0.00%,76.25,0.75,0.5,1,0,1,1,0,0,0,1,0,0
3,SINDHUPALCHOK,Gaunpalika,Jugal,19148,447,764,111,67,764,942,4.92%,596.54,29.12760045,0.836084624,1235.787878,1102.247775,1106.030036,1033.953056,768.4268357,771.8054359,856.5403772,201.676391,571.7630195,365.051898,457.7337036,229.0854915,63.5,8,4.75,7.5,8,10.5,7,5,3.5,4,5.25,66.25,6.5,5,7,8,10.25,7,6,8,4.5,4,Hom Narayan Shrestha,42,Male,CPN-UML,30.77%,63.5,1,0.75,1,1,0.5,1,1,1,1,0,0,1
3,SINDHUPALCHOK,Gaunpalika,Lisangkhu Pakhar,11560,744,910,193,81,910,1184,10.24%,98.62,17.45183297,1.147635619,245.4392652,203.9561505,210.3912584,190.8861745,143.5063511,159.3171024,179.1298212,71.73002977,123.6555795,78.20386855,79.27984846,70.65956223,64,9,7.5,6.5,7,9.25,7,6.5,5.5,2.5,3.25,72.75,9,6.5,9.75,8,12,7,8.75,4.25,2.5,5,Kamal Prasad Nepal,47,Male,CPN-UML,38.46%,64,0.5,0.75,0.5,0,0.5,1,1,1,0,1,1,1
3,SINDHUPALCHOK,Nagarpalika,Melamchi,41170,1651,2936,657,432,2936,4025,9.78%,160.63,4.900616182,1.701806491,481.6877966,397.1394845,424.5534439,378.547383,329.9099247,364.4523533,404.7196855,198.9011109,306.1550156,183.6688949,171.9218932,197.7344213,64.25,8,5,7,9.5,8,7,9.75,4,4,2,86,8.5,7.5,9,9.75,14,7,10.75,8.5,6.5,4.5,Dambar Bahadur Aryal,60,Male,CPN-UML,23.08%,64.25,1,0,0,0,1,0,1,1,1,0,1,0.5
3,SINDHUPALCHOK,Gaunpalika,Panchpokhari Thangpal,20978,574,920,174,98,920,1192,5.68%,436.44,28.09975647,0.822104498,885.9838488,804.8862391,797.4506008,727.7345897,577.3251475,600.2542226,622.5231201,151.9272559,417.9755913,242.7711815,319.819664,204.2960956,62.75,7,5.25,7,9,14.5,6,5.5,4,3.5,1,82.75,8.5,7,10,11,15,6.5,9,6.5,6.5,2.75,Tashi Lama,41,Male,CPN-UML,23.08%,62.75,0.5,0,0.5,0,0,0,0,0.75,1,0,1,0
3,SINDHUPALCHOK,Gaunpalika,Sunkoshi,15307,625,1401,363,220,1401,1984,12.96%,72.86,19.85099325,1.479905759,239.2199267,174.5706919,188.4739656,173.4266187,142.9537069,144.886276,157.2569075,88.66672268,113.910404,71.46970025,75.94019695,69.1179774,45.75,7.5,3.75,4,6.25,11.25,7,1.5,1,2.5,1,67.75,7,6,7,9.25,14,7,6.5,4,3,4,Shrawan Kumar Gha Che,42,Male,CPN-UML,30.77%,45.75,0,0,0.5,0,0.5,0,0.5,1,0,0.5,1,1
3,SINDHUPALCHOK,Gaunpalika,Tripurasundari,12194,481,747,130,71,747,948,7.77%,94.29,15.86432987,1.085313935,219.2804365,192.180214,190.0889091,179.6981046,140.3434091,149.8426381,164.0616308,60.6988834,111.8184433,72.75804636,77.32342899,60.79508289,35,5.5,2,6.25,5.75,7.75,4.75,1,1,1,0,68.25,8.5,7,9.5,8,11.75,7,6,5,4.5,1,Bhupendra Shrestha,48,Male,CPN-UML,46.15%,35,0,0,0,0,0,0,0,0,0,0,0,1
4,BAGLUNG,Gaunpalika,Badigad,28797,1223,1842,421,141,1842,2404,8.35%,178.68,33.31637913,0.871740699,415.4041957,339.9876665,366.0864542,313.3901506,235.1709292,249.4585319,274.5997578,67.66697186,169.5193113,111.2644712,134.8427489,100.4252002,79.5,9,8,10.5,10.25,13.75,5,8,6,5,4,70.5,8,6.5,9,10.25,14.75,4,6.5,6.5,2.5,2.5,Mehar Sighn Paija,50,Male,CPN-UML,23.08%,79.5,1,0,0,1,1,1,1,0,0,0,0.5,1
4,BAGLUNG,Nagarpalika,Baglung,57030,5661,7806,2164,1057,7806,11027,19.34%,98.9,47.73264541,1.194480971,332.2814375,266.0265158,275.5058623,221.4021533,163.2570077,165.5086792,186.4894936,83.71311531,117.8885029,84.44556012,93.77501121,81.99883863,70,8,6.75,8,9,12.75,6.5,7.5,5,3,3.5,77.5,7.25,6.5,8,8.75,14,6,9.5,8,4.5,5,Janak Raj Paudel,48,Male,CPN-UML,15.38%,70,0,0.5,1,0,1,1,1,1,0.5,1,0.5,1
4,BAGLUNG,Gaunpalika,Bareng,11162,583,906,151,96,906,1153,10.33%,75.28,30.16160309,0.848535806,172.6304695,142.6491323,148.2073655,134.468133,94.56986097,102.8734964,113.8641212,27.30062679,69.36580521,44.98054858,58.5117348,41.3993979,62.5,8,5.5,6,10,10.25,4.5,6.5,5.5,4.75,1.5,75,8,8,8,9.5,12.75,7,5.5,9,5.25,2,Krishna Prasad Sharma,34,Male,NPF,0.00%,62.5,0.5,0,0,0,0,1,0,0,0,0,1,1
4,BAGLUNG,Nagarpalika,Dhorpatan,30779,1227,1952,267,147,1952,2366,7.69%,222.85,37.32580762,0.858824537,498.6259141,423.4143622,470.0708568,383.4290614,290.5730146,314.9287276,342.3033623,79.4788238,207.4812455,136.2927605,178.3250473,139.4317346,50.25,5.25,5.25,4,7,10.5,3,5.5,4.5,3.75,1.5,51.5,5.5,6.5,3.5,6.5,9.5,3.5,4.5,2,6,4,Dev Kumar Nepali,45,Male,CPN-UML,7.69%,50.25,0,0,1,0,0,0.5,1,0,1,1,1,0
4,BAGLUNG,Nagarpalika,Galkot,30503,1742,3388,702,358,3388,4448,14.58%,194.39,31.92558926,0.897708912,463.0162185,388.3260075,399.8697051,353.3059768,258.3628796,273.1989648,303.102459,85.73122731,186.4509815,122.7378741,161.3380892,123.0060056,77,8,7.75,7.5,8.25,11.5,7,8.5,7.5,5.5,5.5,84.5,9,7.5,9,8,13,7,10,8.5,7.5,5,Bharat Sherpa,59,Male,NC,15.38%,77,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1
4,BAGLUNG,Nagarpalika,Jaimuni,24784,1921,2326,404,235,2326,2965,11.96%,118.71,36.74171277,0.920202924,308.6131423,249.6967306,255.3465587,221.5913251,161.6248901,170.9648712,186.7364051,52.78497988,120.0194987,77.40827262,90.09836036,68.40945134,75.5,7,4.5,9,10.5,14.5,5.5,9.5,6,5.5,3.5,76.75,7,6,8,10.75,15,5,9.5,7.5,3.5,4.5,Indra Raj Paudel,60,Male,NC,15.38%,75.5,0.5,1,0,0,1,1,0.5,1,1,0,1,1
4,BAGLUNG,Gaunpalika,Kanthekhola,22732,1415,2667,480,197,2667,3344,14.71%,82.88,33.8229232,0.915702108,208.9984321,174.4779493,176.7825653,150.3927867,111.8198317,117.5428299,132.101856,37.33155636,80.96326353,53.17688682,67.27986597,48.19326703,63.75,7.5,6.75,6,8.75,11.75,5.5,3.5,5.5,3.75,4.75,60,7.5,6,5.5,9.5,10.5,6,5,7,1,2,Amar Bahadur Thapa,33,Male,CPN-UML,15.38%,63.75,0.75,0,1,1,1,1,0,0,0,0,1,1
4,BAGLUNG,Gaunpalika,Nisikhola,23215,678,1162,196,81,1162,1439,6.20%,244.37,22.54183943,0.802516616,513.1215198,449.0601089,443.9373915,403.5684416,303.436658,333.1201781,362.2741372,82.60417771,208.5890774,130.9765499,173.2202423,128.7046934,62.5,7,6.25,8,8,11,5,6,3.5,4,3.75,52.25,6.5,6.25,6,6.75,9.75,6,6,2,2.5,0.5,Tara Nath Paudel,59,Male,NC,15.38%,62.5,0.75,1,1,0,0,1,0,0,0,0,0,0.5
4,BAGLUNG,Gaunpalika,Taman Khola,9795,270,490,88,46,490,624,6.37%,178.02,20.37351958,0.79160417,372.9947003,318.3169833,314.7953395,291.240745,207.4223382,234.6078928,261.5154401,58.59020703,152.1447153,91.43513488,124.138285,89.10821642,62,8,4,8,8.25,11.25,6,5.5,5.5,3.5,2,61.25,8.25,6,5.5,6.25,11.75,5.5,4.5,5.5,5,3,Jokalal Buda,31,Male,NC,7.69%,62,0.5,0.5,0,0,0,1,0,0.5,1,0,1,0.5
4,BAGLUNG,Gaunpalika,Tara Khola,10167,921,933,133,51,933,1117,10.99%,129.53,21.45531533,0.770261421,272.5409095,234.1475918,231.6131611,214.0516242,160.5991347,169.3146671,190.6982502,34.46830354,109.3869531,64.53434035,86.86509775,65.50806841,65.75,8,7.5,7.5,9.75,12,5,5.5,4.5,3,3,77.75,9,8,10.5,10.5,14,7,2,7.5,5.5,3.75,Prakash Gharti Magar,37,Male,CPN-MC,0.00%,65.75,1,0,1,1,0,0,0.75,0,1,0,1,1
4,GORKHA,Gaunpalika,Aarughat,21876,990,1369,349,129,1369,1847,8.44%,160.79,28.69560021,0.90116306,397.7192756,317.4606926,310.9112397,284.0867462,229.5211461,234.3878247,241.5865338,97.05118525,155.1267997,85.82751482,130.654033,93.86355549,61.25,8,5,7.5,10.25,10.5,4,4,6.5,3.5,2,61,8,4.75,8,8.25,8.5,5,5,7.5,4,2,Purna Bahadur Dhahal,53,Male,NC,15.38%,61.25,1,0,0,0.5,0,0.5,1,0,0,1,0,0
4,GORKHA,Gaunpalika,Ajirkot,13002,547,1074,278,156,1074,1508,11.60%,198.05,22.66103045,0.836464583,437.8785889,378.0066518,368.1557793,348.526315,266.067282,280.520233,300.1407847,67.80096307,179.969528,114.7359665,158.4489652,113.291134,54.5,7.5,4.25,7,7.5,10.25,5.5,3,5.5,3.5,0.5,50.25,8,3.5,5.5,8,10.5,4.25,2.5,4,3.5,0.5,Fadindra Prasad Dhital,61,Male,NC,23.08%,54.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5
4,GORKHA,Gaunpalika,Bhimsen,17118,734,1271,352,185,1271,1808,10.56%,101.25,28.50576338,1.181910966,320.0263279,231.2448443,221.8068798,203.4859111,173.0728003,178.2270427,172.6046163,99.75835733,118.912186,87.39878168,123.0015088,85.60403593,60.25,7.5,6,5.5,5.25,11.75,5.5,6,7.5,4.5,0.75,74.5,8.5,7,8.5,7.75,12.75,7,7,5.75,5.5,4.75,Ishwor Pandey,66,Male,NC,30.77%,60.25,0.75,0,0,0,0,0,1,0.75,0,1,1,1
4,GORKHA,Gaunpalika,Chum Nubri,6789,67,170,21,7,170,198,2.92%,1648.65,37.09050076,0.817506919,3808.708798,3147.047767,3196.756263,2997.042377,2052.576603,2174.166951,2331.858331,518.9997726,1379.061052,1161.211972,1348.636236,750.7328282,54.5,7,5.5,4.5,9,7.75,2,7.5,5,3,3.25,57.25,7.5,6,4.5,7,9.75,5,5,7,4,1.5,Dhan Bahadur Gurung,43,Male,NC,23.08%,54.5,0.75,0.5,1,0.5,0,0.5,0.5,0.5,0,0.5,0,0
4,GORKHA,Gaunpalika,Dharche,14563,397,701,81,57,701,839,5.76%,651.52,30.32367057,0.743575781,1350.753148,1172.643465,1160.258215,1107.614348,792.8230426,824.1109803,890.2896994,173.8850031,520.7046575,352.9386118,490.0354694,314.6242145,52.25,5.25,4,6.5,6,7.75,6,4.5,4.75,4.5,3,43.5,5.5,2,6.5,6.5,8,4,3.25,3,4.75,0,Santa Bahadur Gurung,48,Male,NC,15.38%,52.25,0.5,0,0.5,0,1,1,0,0,0,0,0,0
4,GORKHA,Gaunpalika,Gandaki,21662,1176,1712,415,197,1712,2324,10.73%,123.86,30.20491355,1.426487138,358.4396765,284.6078908,293.0705819,257.6051972,219.0376682,235.9099073,225.0841185,186.6067617,159.5301812,135.5177261,199.0404672,124.9546814,60.75,7.75,6.25,4.5,7.75,11.25,4,6.75,7,3.5,2,63.5,7.5,5,8,9,10.5,4.5,2.5,8,4,4.5,Hom Bahadur Rana Magar,48,Male,NC,15.38%,60.75,1,0,0,0.5,0,0.5,1,1,0.5,1,0,1
4,GORKHA,Nagarpalika,Gorkha,53285,3653,5418,1665,1070,5418,8153,15.30%,131.86,41.08741302,1.550033657,500.9012273,392.9763926,381.2739995,341.2393319,273.0774025,284.096678,270.2395567,189.3893082,199.4511185,158.4697686,182.031892,142.6419262,88.5,9,8,9,9.5,15,7,8.5,9.5,8,5,67.5,8.5,7,5.5,6.5,11,6.5,8.5,4,8,2,Rajan Raj Panta,40,Male,NC,30.77%,88.5,0,1,1,1,1,1,0,0,1,0,0,1
